"trap_date","genus","specific_epithet","gender","idd","count","trap_region","include","comparison_group","latitude","longitude","geocoded_column"
"2002-06-04T00:00:00.000","Male","UnID","Male","UnID","3","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2002-07-16T00:00:00.000","Ochlerotatus","euedes","Female",,"3","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"1996-07-02T00:00:00.000","Ochlerotatus","euedes","Female",,"3","River Valley-West-P1",,"Core","53.5121176","-113.5496554","POINT (-113.5496554 53.5121176)"
"1997-07-29T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","1","River Valley-Central-P1",,"Core","53.529029","-113.547177","POINT (-113.547177 53.529029)"
"1991-09-03T00:00:00.000","Culiseta","inornata","Female",,"12","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2015-07-14T00:00:00.000","Anopheles","earlei","Female",,"1","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"1997-08-05T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","1","Extended Rural-South West",,"Outer","53.42475","-113.86097","POINT (-113.86097 53.42475)"
"2018-06-12T00:00:00.000","Ochlerotatus","euedes","Female",,"1","Residential-North",,"Core","53.5794591","-113.4992624","POINT (-113.4992624 53.5794591)"
"1996-08-20T00:00:00.000","Anopheles","earlei","Female",,"5","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2018-07-17T00:00:00.000","Ochlerotatus","flavescens","Female",,"1","Outer Community-South1",,"Outer","53.3333269","-113.5313737","POINT (-113.5313737 53.3333269)"
"2013-09-17T00:00:00.000","Male","UnID","Male","UnID","67","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2004-08-03T00:00:00.000","Aedes","vexans","Female",,"253","Residential-North",,"Core","53.5794591","-113.4992624","POINT (-113.4992624 53.5794591)"
"1996-07-02T00:00:00.000","Ochlerotatus","euedes","Female",,"6","River Valley-GC1-East",,"Core","53.561514","-113.4381119","POINT (-113.4381119 53.561514)"
"2020-08-04T00:00:00.000","Aedes","vexans","Female",,"215","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2016-08-30T00:00:00.000","Aedes","vexans","Female",,"93","Outer Community-South West",,"Outer","53.40827","-113.76136","POINT (-113.76136 53.40827)"
"1997-05-20T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","3","River Valley-GC2-East",,"Core","53.553358","-113.462632","POINT (-113.462632 53.553358)"
"2012-08-07T00:00:00.000","Ochlerotatus","spencerii","Female",,"2","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2000-08-01T00:00:00.000","Aedes","spp.","Female","UnID","4","River Valley-East-P1",,"Core","53.581417","-113.3745611","POINT (-113.3745611 53.58141700000001)"
"1997-07-22T00:00:00.000","Ochlerotatus","flavescens","Female",,"2","River Valley-West-P1",,"Core","53.5121176","-113.5496554","POINT (-113.5496554 53.5121176)"
"2014-08-26T00:00:00.000","Aedes","vexans","Female",,"10","Outer Community-GC1-North East",,"Outer","53.73069","-113.27288","POINT (-113.27288 53.73069)"
"2018-06-19T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","5","Rural-West",,"Outer","53.55902","-114.00119","POINT (-114.00119 53.559020000000004)"
"2006-06-27T00:00:00.000","Ochlerotatus","canadensis","Female",,"1","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"1997-06-17T00:00:00.000","Culiseta","morsitans","Female",,"5","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2015-08-04T00:00:00.000","Male","UnID","Male","UnID","19","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2018-08-07T00:00:00.000","Aedes","vexans","Female",,"1","Residential-South","No","Other","53.45749","-113.42539","POINT (-113.42539 53.45749)"
"2018-07-24T00:00:00.000","Culex","territans","Female",,"4","Outer Community-South East",,"Outer","53.3378771","-113.3424925","POINT (-113.3424925 53.3378771)"
"2014-07-15T00:00:00.000","Male","UnID","Male","UnID","20","River Valley-East-P1",,"Core","53.581417","-113.3745611","POINT (-113.3745611 53.58141700000001)"
"2014-06-03T00:00:00.000","Male","UnID","Male","UnID","4","Residential-South","No","Other","53.45749","-113.42539","POINT (-113.42539 53.45749)"
"2012-08-07T00:00:00.000","Ochlerotatus","spencerii","Female",,"3","Residential-South","No","Other","53.45749","-113.42539","POINT (-113.42539 53.45749)"
"1996-07-23T00:00:00.000","Ochlerotatus","fitchii","Female",,"2","River Valley-GC2-East",,"Core","53.553358","-113.462632","POINT (-113.462632 53.553358)"
"2002-07-30T00:00:00.000","Anopheles","earlei","Female",,"12","River Valley-East-P1",,"Core","53.581417","-113.3745611","POINT (-113.3745611 53.58141700000001)"
"2015-08-04T00:00:00.000","Culiseta","inornata","Female",,"2","Residential-South","No","Other","53.45749","-113.42539","POINT (-113.42539 53.45749)"
"2010-08-03T00:00:00.000","Aedes","dorsalis","Female",,"6","River Valley-Central-P1",,"Core","53.529029","-113.547177","POINT (-113.547177 53.529029)"
"1991-06-11T00:00:00.000","Ochlerotatus","fitchii","Female",,"1","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"1997-08-05T00:00:00.000","Aedes","vexans","Female",,"30","River Valley-GC1-Central",,"Core","53.537186","-113.529908","POINT (-113.529908 53.537186000000005)"
"1990-07-31T00:00:00.000","Mansonia","perturbans","Female",,"3","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"1997-05-13T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","3","Extended Rural-South West",,"Outer","53.42475","-113.86097","POINT (-113.86097 53.42475)"
"2008-08-05T00:00:00.000","Culiseta","inornata","Female",,"74","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"1991-06-11T00:00:00.000","Ochlerotatus","cinereus","Female",,"2","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2014-09-02T00:00:00.000","Culiseta","morsitans","Female",,"1","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"1998-08-04T00:00:00.000","Aedes","vexans","Female",,"402","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2016-07-12T00:00:00.000","Culiseta","inornata","Female",,"6","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2007-07-03T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","3","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2012-08-21T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","6","Outer Community-North",,"Outer","53.7744765","-113.5857153","POINT (-113.5857153 53.7744765)"
"2016-07-05T00:00:00.000","Ochlerotatus","euedes","Female",,"2","Residential GC-South",,"Core","53.4820573","-113.4183455","POINT (-113.4183455 53.4820573)"
"1999-07-27T00:00:00.000","Aedes","vexans","Female",,"12","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2014-09-23T00:00:00.000","Male","UnID","Male","UnID","33","Outer Community-South West",,"Outer","53.43593","-113.76189","POINT (-113.76189 53.43593)"
"2006-06-20T00:00:00.000","Ochlerotatus","flavescens","Female",,"2","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"1990-06-19T00:00:00.000","Ochlerotatus","fitchii","Female",,"12","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2005-08-23T00:00:00.000","Culiseta","impatiens","Female",,"13","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2020-09-08T00:00:00.000","Male","UnID","Male","UnID","36","Residential-North",,"Core","53.5794591","-113.4992624","POINT (-113.4992624 53.5794591)"
"1994-08-30T00:00:00.000","Ochlerotatus","cinereus","Female",,"1","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2006-06-20T00:00:00.000","Anopheles","earlei","Female",,"1","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2019-09-10T00:00:00.000","Culiseta","inornata","Female",,"610","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2014-06-17T00:00:00.000","Male","UnID","Male","UnID","8","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2005-08-30T00:00:00.000","Culiseta","inornata","Female",,"2","River Valley-East-P1",,"Core","53.581417","-113.3745611","POINT (-113.3745611 53.58141700000001)"
"2009-09-01T00:00:00.000","Culiseta","inornata","Female",,"1","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2019-06-25T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","1","Residential-South",,"Core","53.4820573","-113.4183455","POINT (-113.4183455 53.4820573)"
"2001-07-10T00:00:00.000","Aedes","dorsalis","Female",,"1","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"1995-08-08T00:00:00.000","Aedes","vexans","Female",,"2","River Valley-West-P1",,"Core","53.5121176","-113.5496554","POINT (-113.5496554 53.5121176)"
"1997-07-02T00:00:00.000","Ochlerotatus","fitchii","Female",,"2","Extended Rural-South West",,"Outer","53.42475","-113.86097","POINT (-113.86097 53.42475)"
"2014-09-16T00:00:00.000","Culiseta","inornata","Female",,"4","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2003-07-22T00:00:00.000","Culiseta","inornata","Female",,"3","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"1994-08-02T00:00:00.000","Ochlerotatus","spencerii","Female",,"32","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2018-08-07T00:00:00.000","Male","UnID","Male","UnID","45","Outer Community-South East",,"Outer","53.3378771","-113.3424925","POINT (-113.3424925 53.3378771)"
"1998-08-11T00:00:00.000","Ochlerotatus","flavescens","Female",,"2","River Valley-GC1-Central",,"Core","53.537186","-113.529908","POINT (-113.529908 53.537186000000005)"
"2011-07-26T00:00:00.000","Ochlerotatus","fitchii","Female",,"2","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"1999-07-20T00:00:00.000","Aedes","vexans","Female",,"1","River Valley-West-P1",,"Core","53.5121176","-113.5496554","POINT (-113.5496554 53.5121176)"
"2017-06-27T00:00:00.000","Male","UnID","Male","UnID","38","Outer Community-South West",,"Outer","53.40827","-113.76136","POINT (-113.76136 53.40827)"
"2013-09-10T00:00:00.000","Aedes","dorsalis","Female",,"4","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2000-07-04T00:00:00.000","Ochlerotatus","euedes","Female",,"1","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2019-07-02T00:00:00.000","Male","UnID","Male","UnID","22","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"2018-05-15T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","1","Rural-West",,"Outer","53.55902","-114.00119","POINT (-114.00119 53.559020000000004)"
"2016-08-23T00:00:00.000","Aedes","vexans","Female",,"253","Outer Community-South West",,"Outer","53.40827","-113.76136","POINT (-113.76136 53.40827)"
"2008-09-02T00:00:00.000","Culex","territans","Female",,"1","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2017-08-29T00:00:00.000","Aedes","vexans","Female",,"44","Rural-South West",,"Peripheral","53.5285872","-113.7380701","POINT (-113.7380701 53.5285872)"
"1998-06-30T00:00:00.000","Anopheles","earlei","Female",,"1","River Valley-GC1-East",,"Core","53.561514","-113.4381119","POINT (-113.4381119 53.561514)"
"2018-08-14T00:00:00.000","Misc","UnID","Female","UnID","247","Outer Community-North",,"Outer","53.7744765","-113.5857153","POINT (-113.5857153 53.7744765)"
"1994-08-02T00:00:00.000","Culiseta","morsitans","Female",,"2","Outer Community-South West",,"Outer","53.40827","-113.76136","POINT (-113.76136 53.40827)"
"2014-07-15T00:00:00.000","Mansonia","perturbans","Female",,"1","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2011-06-14T00:00:00.000","Culiseta","inornata","Female",,"1","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2019-05-21T00:00:00.000","Male","UnID","Male","UnID","2","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"1998-06-16T00:00:00.000","Male","UnID","Male","UnID","8","River Valley-GC1-East",,"Core","53.561514","-113.4381119","POINT (-113.4381119 53.561514)"
"2003-08-12T00:00:00.000","Anopheles","earlei","Female",,"3","River Valley-East-P1",,"Core","53.581417","-113.3745611","POINT (-113.3745611 53.58141700000001)"
"2016-08-09T00:00:00.000","Anopheles","earlei","Female",,"2","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"1999-08-03T00:00:00.000","Culiseta","inornata","Female",,"20","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"1996-06-18T00:00:00.000","Ochlerotatus","flavescens","Female",,"7","Extended Rural-South West",,"Outer","53.42475","-113.86097","POINT (-113.86097 53.42475)"
"2017-09-12T00:00:00.000","Male","UnID","Male","UnID","11","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"2011-06-07T00:00:00.000","Aedes","spp.","Female","UnID","1","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2010-07-20T00:00:00.000","Mansonia","perturbans","Female",,"1","Industrial East",,"Peripheral","53.59592","-113.33219","POINT (-113.33219 53.59592)"
"1993-06-22T00:00:00.000","Culiseta","alaskaensis","Female",,"1","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2008-06-10T00:00:00.000","Culiseta","alaskaensis","Female",,"1","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"1994-08-23T00:00:00.000","Ochlerotatus","punctor","Female",,"4","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2016-08-30T00:00:00.000","Culex","territans","Female",,"5","Outer Community-South West",,"Outer","53.40827","-113.76136","POINT (-113.76136 53.40827)"
"2017-08-15T00:00:00.000","Aedes","vexans","Female",,"3","Residential-South","No","Other","53.45749","-113.42539","POINT (-113.42539 53.45749)"
"2010-08-03T00:00:00.000","Aedes","vexans","Female",,"440","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2018-07-10T00:00:00.000","Ochlerotatus","spp.","Female","UnID","2","Outer Community-South East",,"Outer","53.3378771","-113.3424925","POINT (-113.3424925 53.3378771)"
"1994-06-28T00:00:00.000","Culex","territans","Female",,"2","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2012-07-03T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","2","Industrial East",,"Peripheral","53.59592","-113.33219","POINT (-113.33219 53.59592)"
"2018-06-26T00:00:00.000","Culiseta","impatiens","Female",,"2","Outer Community-South1",,"Outer","53.3333269","-113.5313737","POINT (-113.5313737 53.3333269)"
"2014-08-05T00:00:00.000","Culiseta","inornata","Female",,"2","Outer Community-North West",,"Outer","53.7137648","-113.9590359","POINT (-113.9590359 53.7137648)"
"2016-07-26T00:00:00.000","Aedes","dorsalis","Female",,"1","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2015-06-09T00:00:00.000","Ochlerotatus","flavescens","Female",,"15","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"1997-06-24T00:00:00.000","Ochlerotatus","implicatus","Female",,"2","Extended Rural-South West",,"Outer","53.42475","-113.86097","POINT (-113.86097 53.42475)"
"2007-06-26T00:00:00.000","Ochlerotatus","flavescens","Female",,"2","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"1997-06-24T00:00:00.000","Culiseta","morsitans","Female",,"1","River Valley-GC2-East",,"Core","53.553358","-113.462632","POINT (-113.462632 53.553358)"
"2013-09-17T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","1","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"2014-06-17T00:00:00.000","Aedes","spp.","Female","UnID","1","Residential-South","No","Other","53.45749","-113.42539","POINT (-113.42539 53.45749)"
"1991-08-13T00:00:00.000","Misc","UnID","Female","UnID","1","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"1995-06-13T00:00:00.000","Ochlerotatus","fitchii","Female",,"2","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2005-07-12T00:00:00.000","Aedes","vexans","Female",,"510","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2003-09-02T00:00:00.000","Male","UnID","Male","UnID","32","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"1990-07-10T00:00:00.000","Ochlerotatus","euedes","Female",,"1","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2017-06-13T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","1","Outer Community-North West",,"Outer","53.7137648","-113.9590359","POINT (-113.9590359 53.7137648)"
"2000-08-22T00:00:00.000","Male","UnID","Male","UnID","22","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2007-07-24T00:00:00.000","Culiseta","inornata","Female",,"59","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"1994-07-26T00:00:00.000","Culiseta","morsitans","Female",,"1","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2003-07-29T00:00:00.000","Culiseta","inornata","Female",,"6","Residential-North",,"Core","53.5794591","-113.4992624","POINT (-113.4992624 53.5794591)"
"2017-09-26T00:00:00.000","Culiseta","inornata","Female",,"16","Outer Community-North East",,"Outer","53.7744701","-113.3720881","POINT (-113.3720881 53.7744701)"
"2012-06-19T00:00:00.000","Culiseta","inornata","Female",,"1","Residential-North",,"Core","53.5794591","-113.4992624","POINT (-113.4992624 53.5794591)"
"2012-09-04T00:00:00.000","Ochlerotatus","flavescens","Female",,"1","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"1991-08-27T00:00:00.000","Aedes","vexans","Female",,"49","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2007-06-05T00:00:00.000","Culiseta","alaskaensis","Female",,"2","Industrial East",,"Peripheral","53.59592","-113.33219","POINT (-113.33219 53.59592)"
"2013-07-23T00:00:00.000","Aedes","dorsalis","Female",,"1","Rural-West",,"Outer","53.5629733","-113.787353","POINT (-113.787353 53.5629733)"
"1993-07-21T00:00:00.000","Anopheles","earlei","Female",,"2","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2005-06-07T00:00:00.000","Ochlerotatus","Banded legs","Female","UnID","2","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2020-07-07T00:00:00.000","Mansonia","perturbans","Female",,"1","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2000-05-16T00:00:00.000","Culiseta","minnesotae","Female",,"5","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2012-06-12T00:00:00.000","Culex","territans","Female",,"2","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2018-08-07T00:00:00.000","Aedes","vexans","Female",,"6","Residential-North",,"Core","53.5794591","-113.4992624","POINT (-113.4992624 53.5794591)"
"2015-05-19T00:00:00.000","Culiseta","inornata","Female",,"1","Outer Community-South West",,"Outer","53.40827","-113.76136","POINT (-113.76136 53.40827)"
"2017-07-25T00:00:00.000","Culiseta","inornata","Female",,"13","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"2008-08-19T00:00:00.000","Male","UnID","Male","UnID","9","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2011-05-17T00:00:00.000","Ochlerotatus","spencerii","Female",,"1","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"1998-07-14T00:00:00.000","Culiseta","inornata","Female",,"6","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2001-07-24T00:00:00.000","Culiseta","inornata","Female",,"19","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2018-08-07T00:00:00.000","Culiseta","incidens","Female",,"1","Outer Community-North East",,"Outer","53.7744701","-113.3720881","POINT (-113.3720881 53.7744701)"
"1995-06-27T00:00:00.000","Culex","territans","Female",,"2","River Valley-West-P1",,"Core","53.5121176","-113.5496554","POINT (-113.5496554 53.5121176)"
"2016-08-09T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","1","Rural GC-South East",,"Outer","53.33774","-113.24156","POINT (-113.24156000000002 53.33774)"
"2004-08-10T00:00:00.000","Aedes","vexans","Female",,"974","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"1997-06-10T00:00:00.000","Ochlerotatus","fitchii","Female",,"77","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2015-09-01T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","1","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"2007-07-31T00:00:00.000","Male","UnID","Male","UnID","20","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"1997-06-10T00:00:00.000","Ochlerotatus","fitchii","Female",,"3","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2001-07-10T00:00:00.000","Aedes","vexans","Female",,"12","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"1996-07-09T00:00:00.000","Ochlerotatus","cataphylla","Female",,"1","River Valley-West-P1",,"Core","53.5121176","-113.5496554","POINT (-113.5496554 53.5121176)"
"2017-07-25T00:00:00.000","Ochlerotatus","excrucians","Female",,"3","Outer Community-South East",,"Outer","53.3378771","-113.3424925","POINT (-113.3424925 53.3378771)"
"1995-07-11T00:00:00.000","Culiseta","minnesotae","Female",,"1","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2019-07-23T00:00:00.000","Male","UnID","Male","UnID","72","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"2003-06-30T00:00:00.000","Ochlerotatus","excrucians","Female",,"10","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2012-08-07T00:00:00.000","Male","UnID","Male","UnID","19","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2018-06-12T00:00:00.000","Male","UnID","Male","UnID","248","Residential GC-South",,"Core","53.4820573","-113.4183455","POINT (-113.4183455 53.4820573)"
"2015-05-26T00:00:00.000","Male","UnID","Male","UnID","8","Residential GC-South",,"Core","53.4820573","-113.4183455","POINT (-113.4183455 53.4820573)"
"2019-07-16T00:00:00.000","Aedes","dorsalis","Female",,"4","River Valley-East",,"Core","53.581417","-113.3745611","POINT (-113.3745611 53.58141700000001)"
"2002-07-09T00:00:00.000","Male","UnID","Male","UnID","1","Residential-North",,"Core","53.5794591","-113.4992624","POINT (-113.4992624 53.5794591)"
"2018-08-28T00:00:00.000","Male","UnID","Male","UnID","22","Rural-East",,"Outer","53.6067218","-113.2213587","POINT (-113.22135870000001 53.6067218)"
"2018-05-22T00:00:00.000","Culiseta","impatiens","Female",,"2","Rural-West",,"Outer","53.55902","-114.00119","POINT (-114.00119 53.559020000000004)"
"2017-06-13T00:00:00.000","Aedes","vexans","Female",,"56","Outer Community-South1",,"Outer","53.3333269","-113.5313737","POINT (-113.5313737 53.3333269)"
"2013-07-23T00:00:00.000","Aedes","vexans","Female",,"28","Outer Community-South1",,"Outer","53.3333269","-113.5313737","POINT (-113.5313737 53.3333269)"
"1998-07-07T00:00:00.000","Culex","tarsalis","Female",,"4","Rural-South East",,"Peripheral","53.3958308","-113.3935404","POINT (-113.3935404 53.3958308)"
"2015-06-16T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","1","Outer Community-South1",,"Outer","53.3333269","-113.5313737","POINT (-113.5313737 53.3333269)"
"2003-06-03T00:00:00.000","Culiseta","alaskaensis","Female",,"12","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2016-08-02T00:00:00.000","Misc","UnID","Female","UnID","9","Outer Community-South West",,"Outer","53.40827","-113.76136","POINT (-113.76136 53.40827)"
"2017-08-08T00:00:00.000","Culiseta","inornata","Female",,"8","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"1991-07-30T00:00:00.000","Anopheles","earlei","Female",,"3","Rural-South West",,"Peripheral","53.4539","-113.68865","POINT (-113.68865 53.4539)"
"2017-05-30T00:00:00.000","Ochlerotatus","Black legs","Female","UnID","1","Residential-South","No","Other","53.45749","-113.42539","POINT (-113.42539 53.45749)"
"1994-07-26T00:00:00.000","Culex","territans","Female",,"1","River Valley-West-P1",,"Core","53.5121176","-113.5496554","POINT (-113.5496554 53.5121176)"
"1997-07-22T00:00:00.000","Ochlerotatus","fitchii","Female",,"1","River Valley-Central",,"Core","53.5242058","-113.50048","POINT (-113.50048000000001 53.5242058)"
"1990-09-18T00:00:00.000","Anopheles","earlei","Female",,"1","Rural-North East",,"Peripheral","53.6576928","-113.3321178","POINT (-113.3321178 53.6576928)"
"1996-07-09T00:00:00.000","Culiseta","minnesotae","Female",,"2","Extended Rural-South West",,"Outer","53.42475","-113.86097","POINT (-113.86097 53.42475)"
"1999-06-29T00:00:00.000","Culex","spp.","Female","UnID","2","Rural-North West",,"Peripheral","53.617221","-113.716182","POINT (-113.716182 53.617221)"
"2009-09-01T00:00:00.000","Male","UnID","Male","UnID","18","River Valley-East-P1",,"Core","53.581417","-113.3745611","POINT (-113.3745611 53.58141700000001)"
"2012-07-31T00:00:00.000","Male","UnID","Male","UnID","18","Residential-South","No","Other","53.45749","-113.42539","POINT (-113.42539 53.45749)"
"2005-08-02T00:00:00.000","Aedes","vexans","Female",,"15","River Valley-West",,"Core","53.5040684","-113.5701263","POINT (-113.5701263 53.5040684)"
"2011-08-09T00:00:00.000","Ochlerotatus","flavescens","Female",,"3","Rural-North West",,"Peripheral","53.6192317","-113.7127984","POINT (-113.7127984 53.6192317)"
"2015-07-14T00:00:00.000","Aedes","vexans","Female",,"1","Residential GC-South",,"Core","53.4820573","-113.4183455","POINT (-113.4183455 53.4820573)"
